Fecha,Entierros,Esperado,Exceso
6/16/2020,30,37.60,0
6/17/2020,31,37.60,0
6/18/2020,26,37.60,0
6/19/2020,35,37.60,0
6/20/2020,40,37.60,2.4
6/21/2020,20,37.60,0
6/22/2020,38,37.60,0.4
6/23/2020,45,37.60,7.4
6/24/2020,45,37.60,7.4
6/25/2020,31,37.60,0
6/26/2020,35,37.60,0
6/27/2020,30,37.60,0
6/28/2020,26,37.60,0
6/29/2020,38,37.60,0.4
6/30/2020,36,37.60,0
7/1/2020,36,37.60,0
7/2/2020,36,37.60,0
7/3/2020,44,37.60,6.4
7/4/2020,38,37.60,0.4
7/5/2020,40,37.60,2.4
7/6/2020,34,37.60,0
7/7/2020,31,37.60,0
7/8/2020,36,37.60,0
7/9/2020,29,37.60,0
7/10/2020,38,37.60,0.4
7/11/2020,30,37.60,0
7/12/2020,44,37.60,6.4
7/13/2020,53,37.60,15.4
7/14/2020,32,37.60,0
7/15/2020,41,37.60,3.4
7/16/2020,31,37.60,0
7/17/2020,24,37.60,0
7/18/2020,31,37.60,0
7/19/2020,37,37.60,0
7/20/2020,43,37.60,5.4
7/21/2020,27,37.60,0
7/22/2020,32,37.60,0
7/23/2020,32,37.60,0
7/24/2020,29,37.60,0
7/25/2020,36,37.60,0
7/26/2020,45,37.60,7.4
7/27/2020,25,37.60,0
7/28/2020,30,37.60,0
7/29/2020,28,37.60,0
7/30/2020,33,37.60,0
7/31/2020,37,37.60,0
8/1/2020,36,37.60,0
8/2/2020,31,37.60,0
8/3/2020,46,37.60,8.4
8/4/2020,44,37.60,6.4
8/5/2020,34,37.60,0
8/6/2020,34,37.60,0
8/7/2020,30,37.60,0
8/8/2020,41,37.60,3.4
8/9/2020,40,37.60,2.4
8/10/2020,32,37.60,0
8/11/2020,28,37.60,0
8/12/2020,29,37.60,0
8/13/2020,43,37.60,5.4
8/14/2020,24,37.60,0
8/15/2020,37,37.60,0
8/16/2020,35,37.60,0
8/17/2020,44,37.60,6.4
8/18/2020,36,37.60,0
8/19/2020,37,37.60,0
8/20/2020,27,37.60,0
8/21/2020,37,37.60,0
8/22/2020,44,37.60,6.4
8/23/2020,35,37.60,0
8/24/2020,33,37.60,0
8/25/2020,41,37.60,3.4
8/26/2020,30,37.60,0
8/27/2020,36,37.60,0
8/28/2020,24,37.60,0
8/29/2020,37,37.60,0
8/30/2020,37,37.60,0
8/31/2020,38,37.60,0.4
9/1/2020,25,37.60,0
9/2/2020,34,37.60,0
9/3/2020,35,37.60,0
9/4/2020,38,37.60,0.4
9/5/2020,32,37.60,0
9/6/2020,40,37.60,2.4
9/7/2020,40,37.60,2.4
9/8/2020,34,37.60,0
9/9/2020,28,37.60,0
9/10/2020,37,37.60,0
9/11/2020,41,37.60,3.4
9/12/2020,43,37.60,5.4
9/13/2020,29,37.60,0
9/14/2020,29,37.60,0
9/15/2020,36,37.60,0
9/16/2020,33,37.60,0
9/17/2020,26,37.60,0
9/18/2020,43,37.60,5.4
9/19/2020,29,37.60,0
9/20/2020,42,37.60,4.4
9/21/2020,34,37.60,0
9/22/2020,36,37.60,0
9/23/2020,34,37.60,0
9/24/2020,30,37.60,0
9/25/2020,41,37.60,3.4
9/26/2020,35,37.60,0
9/27/2020,30,37.60,0
9/28/2020,38,37.60,0.4
9/29/2020,40,37.60,2.4
9/30/2020,40,37.60,2.4
10/1/2020,33,37.60,0
10/2/2020,38,37.60,0.4
10/3/2020,31,37.60,0
10/4/2020,32,37.60,0
10/5/2020,34,37.60,0
10/6/2020,43,37.60,5.4
10/7/2020,45,37.60,7.4
10/8/2020,43,37.60,5.4
10/9/2020,37,37.60,0
10/10/2020,39,37.60,1.4
10/11/2020,24,37.60,0
10/12/2020,46,37.60,8.4
10/13/2020,65,37.60,27.4
10/14/2020,37,37.60,0
10/15/2020,46,37.60,8.4
10/16/2020,45,37.60,7.4
10/17/2020,38,37.60,0.4
10/18/2020,37,37.60,0
10/19/2020,28,37.60,0
10/20/2020,42,37.60,4.4
10/21/2020,39,37.60,1.4
10/22/2020,40,37.60,2.4
10/23/2020,45,37.60,7.4
10/24/2020,46,37.60,8.4
10/25/2020,38,37.60,0.4
10/26/2020,35,37.60,0
10/27/2020,37,37.60,0
10/28/2020,49,37.60,11.4
10/29/2020,29,37.60,0
10/30/2020,39,37.60,1.4
10/31/2020,33,37.60,0
11/1/2020,41,37.60,3.4
11/2/2020,38,37.60,0.4
11/3/2020,50,37.60,12.4
11/4/2020,38,37.60,0.4
11/5/2020,35,37.60,0
11/6/2020,35,37.60,0
11/7/2020,31,37.60,0
11/8/2020,36,37.60,0
11/9/2020,24,37.60,0
11/10/2020,44,37.60,6.4
11/11/2020,36,37.60,0
11/12/2020,37,37.60,0
11/13/2020,35,37.60,0
11/14/2020,44,37.60,6.4
11/15/2020,39,37.60,1.4
11/16/2020,34,37.60,0
11/17/2020,40,37.60,2.4
11/18/2020,41,37.60,3.4
11/19/2020,43,37.60,5.4
11/20/2020,44,37.60,6.4
11/21/2020,52,37.60,14.4
11/22/2020,41,37.60,3.4
11/23/2020,31,37.60,0
11/24/2020,42,37.60,4.4
11/25/2020,44,37.60,6.4
11/26/2020,33,37.60,0
11/27/2020,41,37.60,3.4
11/28/2020,51,37.60,13.4
11/29/2020,43,37.60,5.4
11/30/2020,39,37.60,1.4
12/1/2020,49,37.60,11.4
12/2/2020,39,37.60,1.4
12/3/2020,38,37.60,0.4
12/4/2020,41,37.60,3.4
12/5/2020,42,37.60,4.4
12/6/2020,30,37.60,0
12/7/2020,34,37.60,0
12/8/2020,32,37.60,0
12/9/2020,37,37.60,0
12/10/2020,49,37.60,11.4
12/11/2020,39,37.60,1.4
12/12/2020,41,37.60,3.4
12/13/2020,37,37.60,0
12/14/2020,34,37.60,0
12/15/2020,36,37.60,0
12/16/2020,36,37.60,0
12/17/2020,45,37.60,7.4
12/18/2020,34,37.60,0
12/19/2020,30,37.60,0
12/20/2020,35,37.60,0
12/21/2020,40,37.60,2.4
12/22/2020,40,37.60,2.4
12/23/2020,45,37.60,7.4
12/24/2020,41,37.60,3.4
12/25/2020,44,37.60,6.4
12/26/2020,29,37.60,0
12/27/2020,34,37.60,0
12/28/2020,46,37.60,8.4
12/29/2020,42,37.60,4.4
12/30/2020,36,37.60,0
12/31/2020,48,37.60,10.4
1/1/2021,27,37.60,0
1/2/2021,35,37.60,0
1/3/2021,51,37.60,13.4
1/4/2021,27,37.60,0
1/5/2021,55,37.60,17.4
1/6/2021,46,37.60,8.4
1/7/2021,49,37.60,11.4
1/8/2021,31,37.60,0
1/9/2021,47,37.60,9.4
1/10/2021,54,37.60,16.4
1/11/2021,55,37.60,17.4
1/12/2021,55,37.60,17.4
1/13/2021,51,37.60,13.4
1/14/2021,61,37.60,23.4
1/15/2021,63,37.60,25.4
1/16/2021,57,37.60,19.4
1/17/2021,49,37.60,11.4
1/18/2021,51,37.60,13.4
1/19/2021,65,37.60,27.4
1/20/2021,52,37.60,14.4
1/21/2021,58,37.60,20.4
1/22/2021,42,37.60,4.4
1/23/2021,56,37.60,18.4
1/24/2021,48,37.60,10.4
1/25/2021,42,37.60,4.4
